Catalyst_type,Surface area,Pore Volume,Catalyst_loading (g/L),Light_intensity (W),time (min),solution_pH,HA (mg/L),Anions,Ci (mg/L),Cf (mg/L),Efficiency (%)
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,2,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,2,without Anion,5,4.31,13.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,2,without Anion,5,3.03,39.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,2,without Anion,5,2.28,54.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,2,without Anion,5,1.51,69.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,2,without Anion,5,0.82,83.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,2,without Anion,5,0.29,94.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,2,without Anion,5,0.02,99.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,2,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,2,without Anion,5,4.33,13.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,2,without Anion,5,3.06,38.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,2,without Anion,5,2.31,53.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,2,without Anion,5,1.55,69
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,2,without Anion,5,0.85,83
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,2,without Anion,5,0.35,93
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,2,without Anion,5,0.03,99.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,5,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,5,without Anion,5,4.41,11.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,5,without Anion,5,3.24,35.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,5,without Anion,5,2.55,49
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,5,without Anion,5,1.73,65.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,5,without Anion,5,1.01,79.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,5,without Anion,5,0.57,88.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,5,without Anion,5,0.11,97.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,5,without Anion,5,0.1,98
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,5,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,5,without Anion,5,4.47,10.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,5,without Anion,5,3.29,34.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,5,without Anion,5,2.61,47.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,5,without Anion,5,1.76,64.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,5,without Anion,5,1.08,78.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,5,without Anion,5,0.64,87.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,5,without Anion,5,0.14,97.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,5,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,5,without Anion,5,4.43,11.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,5,without Anion,5,3.2,36
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,5,without Anion,5,2.51,49.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,5,without Anion,5,1.69,66.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,5,without Anion,5,0.99,80.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,5,without Anion,5,0.52,89.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,5,without Anion,5,0.04,99.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,7,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,7,without Anion,5,4.77,4.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,7,without Anion,5,3.98,20.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,7,without Anion,5,3.14,37.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,7,without Anion,5,2.46,50.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,7,without Anion,5,1.72,65.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,7,without Anion,5,1.21,75.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,7,without Anion,5,0.84,83.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,7,without Anion,5,0.42,91.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,7,without Anion,5,0.05,99
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,7,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,7,without Anion,5,4.8,4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,7,without Anion,5,4.05,19
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,7,without Anion,5,3.21,35.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,7,without Anion,5,2.52,49.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,7,without Anion,5,1.81,63.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,7,without Anion,5,1.27,74.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,7,without Anion,5,0.91,81.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,7,without Anion,5,0.49,90.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,7,without Anion,5,0.1,98
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,7,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,7,without Anion,5,4.75,5
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,7,without Anion,5,3.95,21
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,7,without Anion,5,3.08,38.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,7,without Anion,5,2.42,51.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,7,without Anion,5,1.68,66.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,7,without Anion,5,1.18,76.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,7,without Anion,5,0.79,84.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,7,without Anion,5,0.39,92.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,7,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,10,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,10,without Anion,5,4.92,1.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,10,without Anion,5,4.34,13.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,10,without Anion,5,3.72,25.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,10,without Anion,5,3.26,34.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,10,without Anion,5,2.81,43.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,10,without Anion,5,2.19,56.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,10,without Anion,5,1.67,66.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,10,without Anion,5,1.05,79
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,10,without Anion,5,0.47,90.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,10,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,10,without Anion,5,4.89,2.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,10,without Anion,5,4.29,14.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,10,without Anion,5,3.68,26.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,10,without Anion,5,3.2,36
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,10,without Anion,5,2.75,45
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,10,without Anion,5,2.13,57.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,10,without Anion,5,1.6,68
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,10,without Anion,5,0.99,80.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,10,without Anion,5,0.42,91.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,10,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,10,without Anion,5,4.85,3
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,10,without Anion,5,4.31,13.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,10,without Anion,5,3.66,26.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,10,without Anion,5,3.23,35.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,10,without Anion,5,2.77,44.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,10,without Anion,5,2.16,56.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,10,without Anion,5,1.62,67.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,10,without Anion,5,1.01,79.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,10,without Anion,5,0.45,91
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCl,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCl,5,4.56,8.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCl,5,4.21,15.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCl,5,3.88,22.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCl,5,3.5,30
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCl,5,3.14,37.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCl,5,2.8,44
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCl,5,2.48,50.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCl,5,2.15,57
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCl,5,1.89,62.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCl,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCl,5,4.53,9.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCl,5,4.24,15.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCl,5,3.86,22.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCl,5,3.46,30.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCl,5,3.11,37.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCl,5,2.76,44.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCl,5,2.45,51
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCl,5,2.11,57.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCl,5,1.86,62.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCl,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCl,5,4.5,10
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCl,5,4.19,16.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCl,5,3.82,23.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCl,5,3.41,31.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCl,5,3.08,38.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCl,5,2.7,46
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCl,5,2.41,51.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCl,5,2.04,59.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCl,5,1.79,64.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,Na2SO4,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,Na2SO4,5,4.01,19.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,Na2SO4,5,3.45,31
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,Na2SO4,5,2.91,41.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,Na2SO4,5,2.3,54
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,Na2SO4,5,1.79,64.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,Na2SO4,5,1.22,75.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,Na2SO4,5,0.7,86
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,Na2SO4,5,0.19,96.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,Na2SO4,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,Na2SO4,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,Na2SO4,5,3.98,20.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,Na2SO4,5,3.47,30.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,Na2SO4,5,2.95,41
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,Na2SO4,5,2.34,53.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,Na2SO4,5,1.76,64.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,Na2SO4,5,1.19,76.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,Na2SO4,5,0.66,86.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,Na2SO4,5,0.22,95.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,Na2SO4,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,Na2SO4,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,Na2SO4,5,3.93,21.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,Na2SO4,5,3.4,32
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,Na2SO4,5,2.84,43.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,Na2SO4,5,2.25,55
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,Na2SO4,5,1.7,66
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,Na2SO4,5,1.15,77
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,Na2SO4,5,0.6,88
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,Na2SO4,5,0.14,97.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,Na2SO4,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCO3,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCO3,5,1.7,66
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCO3,5,1.14,77.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCO3,5,0.72,85.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCO3,5,0.36,92.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCO3,5,0.02,99.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCO3,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCO3,5,1.77,64.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCO3,5,1.19,76.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCO3,5,0.69,86.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCO3,5,0.33,93.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCO3,5,0.05,99
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCO3,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCO3,5,1.84,63.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCO3,5,1.26,74.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCO3,5,0.75,85
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCO3,5,0.37,92.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCO3,5,0.08,98.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaHCO3,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaHCO3,5,3.39,32.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaHCO3,5,2.61,47.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaHCO3,5,1.94,61.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaHCO3,5,1.23,75.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaHCO3,5,0.63,87.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaHCO3,5,0.08,98.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaHCO3,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaHCO3,5,3.42,31.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaHCO3,5,2.65,47
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaHCO3,5,1.97,60.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaHCO3,5,1.3,74
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaHCO3,5,0.66,86.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaHCO3,5,0.13,97.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaHCO3,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaHCO3,5,3.35,33
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaHCO3,5,2.6,48
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaHCO3,5,1.9,62
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaHCO3,5,1.2,76
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaHCO3,5,0.6,88
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaHCO3,5,0.05,99
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaHCO3,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,Na2HPO4,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,Na2HPO4,5,4.39,12.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,Na2HPO4,5,3.97,20.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,Na2HPO4,5,3.57,28.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,Na2HPO4,5,3.14,37.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,Na2HPO4,5,2.74,45.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,Na2HPO4,5,2.33,53.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,Na2HPO4,5,1.94,61.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,Na2HPO4,5,1.51,69.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,Na2HPO4,5,1.13,77.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,Na2HPO4,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,Na2HPO4,5,4.34,13.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,Na2HPO4,5,3.94,21.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,Na2HPO4,5,3.51,29.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,Na2HPO4,5,3.11,37.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,Na2HPO4,5,2.7,46
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,Na2HPO4,5,2.29,54.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,Na2HPO4,5,1.89,62.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,Na2HPO4,5,1.46,70.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,Na2HPO4,5,1.09,78.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,Na2HPO4,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,Na2HPO4,5,3.4,32
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,Na2HPO4,5,3.89,22.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,Na2HPO4,5,3.45,31
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,Na2HPO4,5,3.06,38.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,Na2HPO4,5,2.65,47
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,Na2HPO4,5,2.25,55
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,Na2HPO4,5,1.85,63
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,Na2HPO4,5,1.4,72
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,Na2HPO4,5,1.05,79
